,ID,PERFORMANCE_INDEX,EMISSIONS_CO2,URBAN_CONSUMPTION,DISPLACEMENT,CAPACITY,PISTON_COUNT,BLENDED_CONSUMPTION,GEARBOX_TYPE,OUTPUT,BODY_STYLE,EFFICIENCY_RATIO,YEARS_IN_SERVICE,MILEAGE,HIGHWAY_USAGE,ENERGY_SOURCE,EFFICIENCY_RATING
2756,2788,108.3888676,311.0,10.9,2.2,4.0,5.0,9.6,Automatic,104.0,MINICOMPACT,1.29,10.0,19.0,9.0,Gas,30.0
2757,2789,193.8982876,139.0,9.2,1.6,16.0,4.0,6.2,Manual,83.0,COMPACT,1.34,10.0,13.0,5.0,Petrol,60.0
2758,2790,102.619627,185.0,8.7,1.9,17.0,4.0,7.8,Manual,86.0,STATION WAGON - SMALL,1.25,10.0,14.0,4.9,Petrol,57.0
2759,2791,80.01733747,298.0,12.0,3.3,13.0,6.0,14.1,Automatic,173.0,SUV - SMALL,1.03,10.0,17.0,9.2,Petrol,24.0
2760,2792,54.54736891,405.0,19.5,4.9,5.0,8.0,11.2,Automatic,245.0,COMPACT,1.46,10.0,21.0,12.0,Gas,33.0
2761,2793,108.5683585,234.0,8.7,2.2,5.0,4.0,10.4,Automatic,134.0,SUV - SMALL,1.38,10.0,22.0,6.4,Petrol,34.0
2762,2794,55.19061632,370.0,19.7,4.2,5.0,8.0,23.2,Automatic,261.0,PICKUP TRUCK - STANDARD,1.38,10.0,21.0,13.4,Petrol,22.0
2763,2795,65.53088329,276.0,23.8,3.7,7.0,6.0,20.0,Automatic,169.0,SUV - STANDARD,1.51,10.0,16.0,9.7,Petrol,17.0
2764,2796,106.6090395,303.0,18.0,1.8,14.0,4.0,10.7,Automatic,94.0,STATION WAGON - MID-SIZE,1.36,10.0,17.0,12.5,Petrol,25.0
2765,2797,73.02127936,160.0,7.3,2.4,5.0,4.0,6.1,Automatic,67.0,MID-SIZE,1.34,10.0,16.0,6.2,Gas,31.0
2766,2798,61.30900467,393.0,11.3,3.4,15.0,6.0,15.1,Automatic,269.0,PICKUP TRUCK - STANDARD,1.16,10.0,22.0,11.4,Petrol,19.0
2767,2799,71.46449262,270.0,19.4,1.6,4.0,6.0,11.1,Automatic,188.0,TWO-SEATER,1.63,10.0,18.0,6.3,Gas,18.0
2768,2800,57.53165517,259.0,10.4,3.3,5.0,6.0,11.2,Automatic,163.0,STATION WAGON - MID-SIZE,1.41,10.0,16.0,13.6,Petrol,23.0
2769,2801,89.51539634,237.0,9.7,1.5,16.0,4.0,7.6,Manual,105.0,SUV - SMALL,1.33,10.0,19.0,7.0,Petrol,33.0
2770,2802,113.1358469,253.0,14.6,2.4,14.0,4.0,8.9,Manual,102.0,COMPACT,1.37,10.0,18.0,10.2,Gas,29.0
2771,2803,63.33152331,272.0,16.7,3.7,16.0,6.0,15.7,Automatic,181.0,PICKUP TRUCK - STANDARD,1.56,10.0,19.0,10.9,Gas,18.0
2772,2804,68.58899177,159.0,6.8,1.2,5.0,6.0,6.5,Manual,50.0,MID-SIZE,1.45,10.0,18.0,8.1,Petrol,35.0
2773,2805,51.46367712,297.0,13.4,1.7,5.0,4.0,9.4,Automatic,80.0,MID-SIZE,1.12,10.0,18.0,8.1,Petrol,45.0
2774,2806,68.82528136,197.0,9.8,3.4,4.0,6.0,9.9,Automatic,159.0,MINICOMPACT,1.41,10.0,17.0,8.4,Gas,27.0
2775,2807,65.22877799,280.0,14.0,4.8,5.0,8.0,13.7,Automatic,244.0,COMPACT,1.49,10.0,19.0,11.0,Gas,20.0
2776,2809,69.43101819,388.0,17.0,6.1,15.0,8.0,13.8,Automatic,258.0,PICKUP TRUCK - STANDARD,1.18,10.0,20.0,13.7,Petrol,18.0
2777,2810,91.12740933,260.0,7.6,1.5,5.0,4.0,8.5,Automatic,122.0,SUV - SMALL,1.39,10.0,20.0,6.7,Petrol,40.0
2778,2811,61.97005418,247.0,9.7,3.6,7.0,6.0,12.4,Automatic,162.0,FULL-SIZE,1.3,10.0,19.0,9.2,Petrol,13.0
2779,2812,106.3620822,313.0,10.1,2.6,4.0,6.0,8.7,Automatic,158.0,MINICOMPACT,1.42,10.0,17.0,7.0,Gas,24.0
2780,2813,90.87218542,287.0,10.3,3.4,5.0,6.0,9.1,Automatic,109.0,COMPACT,1.39,10.0,18.0,9.8,Petrol,32.0
2781,2814,119.6722787,122.0,10.3,1.6,5.0,4.0,6.3,Manual,96.0,MID-SIZE,1.42,10.0,14.0,8.7,Petrol,30.0
2782,2815,72.92348906,178.0,9.4,1.5,5.0,4.0,9.8,Automatic,98.0,MID-SIZE,1.51,10.0,17.0,6.2,Gas,53.0
2783,2816,124.1917312,279.0,18.7,2.3,13.0,6.0,25.8,Automatic,192.0,VAN - PASSENGER,1.29,10.0,21.0,18.2,Petrol,21.0
2784,2817,70.14440549,259.0,9.9,1.8,5.0,6.0,11.5,Manual,171.0,MID-SIZE,1.38,10.0,16.0,8.8,Gas,25.0
2785,2818,70.62023572,260.0,15.2,5.7,2.0,8.0,12.5,Automatic,253.0,TWO-SEATER,1.44,10.0,22.0,10.3,Gas,24.0
2786,2819,86.05401342,237.0,14.0,2.9,4.0,6.0,14.5,Automatic,180.0,MID-SIZE,1.08,10.0,18.0,6.5,Gas,37.0
2787,2820,104.8209179,263.0,8.9,1.5,15.0,4.0,9.6,Automatic,108.0,STATION WAGON - SMALL,0.87,10.0,20.0,6.9,Petrol,34.0
2788,2821,60.75069586,217.0,9.4,3.4,5.0,4.0,6.5,Automatic,70.0,MID-SIZE,1.47,10.0,17.0,5.8,Gas,33.0
2789,2822,65.43422938,203.0,12.6,1.1,15.0,4.0,8.9,Automatic,75.0,MINICOMPACT,1.4,10.0,21.0,6.0,Petrol,32.0
2790,2823,81.93224703,198.0,8.7,1.7,5.0,4.0,11.2,Automatic,88.0,SUV - SMALL,1.31,10.0,17.0,9.4,Petrol,31.0
2791,2824,76.5303437,283.0,16.7,2.9,5.0,6.0,13.1,Automatic,164.0,MID-SIZE,1.16,10.0,19.0,8.7,Petrol,22.0
2792,2825,136.7308152,275.0,13.5,1.6,13.0,4.0,8.5,Manual,94.0,SUV - SMALL,1.1,10.0,20.0,9.3,Petrol,58.0
2793,2826,55.14052041,194.0,10.9,1.6,5.0,4.0,10.0,Automatic,120.0,SUV - SMALL,1.27,10.0,17.0,6.7,Petrol,34.0
2794,2827,107.9153012,306.0,28.3,5.0,5.0,4.0,14.1,Automatic,378.0,PICKUP TRUCK - STANDARD,1.33,10.0,21.0,15.0,Petrol,22.0
2795,2828,87.99917079,364.0,15.7,5.5,2.0,8.0,11.8,Automatic,242.0,TWO-SEATER,1.46,10.0,19.0,14.9,Gas,22.0
2796,2829,92.96331299,323.0,18.0,4.7,5.0,8.0,22.5,Automatic,267.0,PICKUP TRUCK - STANDARD,1.54,10.0,21.0,17.6,Petrol,13.0
2797,2830,86.17983982,285.0,10.3,1.7,5.0,4.0,7.8,Manual,121.0,STATION WAGON - SMALL,1.26,10.0,20.0,7.3,Petrol,32.0
2798,2831,55.99646323,194.0,7.9,3.7,5.0,6.0,12.2,Manual,154.0,MID-SIZE,1.34,10.0,17.0,7.2,Petrol,29.0
2799,2832,100.7852094,250.0,13.4,3.1,5.0,6.0,12.2,Automatic,95.0,SUV - SMALL,1.33,10.0,17.0,10.2,Petrol,28.0
2800,2833,65.07361483,411.0,27.8,4.2,5.0,8.0,17.8,Automatic,291.0,FULL-SIZE,1.54,10.0,19.0,8.6,Gas,13.0
2801,2834,71.49454721,209.0,10.2,1.7,5.0,4.0,6.8,Automatic,104.0,MID-SIZE,1.33,10.0,11.0,5.9,Petrol,55.0
2802,2835,88.54905435,243.0,8.6,1.7,5.0,6.0,8.6,Automatic,161.0,FULL-SIZE,1.55,10.0,18.0,9.3,Gas,27.0
2803,2836,93.52834767,313.0,9.7,3.4,5.0,6.0,9.2,Automatic,218.0,MID-SIZE,1.48,10.0,17.0,9.3,Gas,23.0
2804,2837,113.7664422,283.0,6.6,1.6,13.0,4.0,7.2,Automatic,89.0,MINIVAN,1.32,10.0,18.0,6.1,Petrol,35.0
2805,2838,61.93727473,252.0,10.7,2.6,5.0,6.0,8.1,Automatic,100.0,MID-SIZE,1.63,10.0,16.0,10.0,Diesel,29.0
2806,2839,100.7542916,190.0,10.5,1.8,5.0,4.0,7.5,Manual,98.0,COMPACT,1.65,10.0,15.0,6.7,Gas,24.0
2807,2840,61.680178,228.0,8.0,3.5,5.0,6.0,11.1,Automatic,142.0,PICKUP TRUCK - STANDARD,1.45,10.0,18.0,7.5,Petrol,32.0
2808,2841,82.15871261,316.0,11.0,2.8,5.0,8.0,9.8,Automatic,174.0,SUV - SMALL,0.93,10.0,21.0,8.9,Petrol,26.0
2809,2842,86.35001967,257.0,13.0,1.5,5.0,4.0,7.6,Automatic,81.0,COMPACT,1.31,10.0,18.0,8.7,Gas,42.0
2810,2843,67.98119675,266.0,9.2,3.3,7.0,6.0,10.5,Automatic,146.0,SUV - STANDARD,1.4,10.0,18.0,9.5,Petrol,28.0
2811,2844,158.9065175,196.0,11.2,2.0,4.0,4.0,9.2,Automatic,109.0,SUBCOMPACT,1.26,10.0,18.0,9.8,Gas,24.0
2812,2845,80.24416969,232.0,13.2,2.6,5.0,6.0,13.5,Automatic,185.0,SUV - SMALL,1.23,10.0,18.0,10.5,Petrol,23.0
2813,2846,78.31268988,298.0,14.9,2.9,7.0,6.0,11.3,Automatic,165.0,SUV - STANDARD,1.23,10.0,18.0,9.7,Petrol,31.0
2814,2847,57.67971407,313.0,14.7,4.4,5.0,8.0,19.3,Automatic,149.0,MID-SIZE,1.73,10.0,19.0,9.1,Gas,14.0
2815,2848,95.0256778,239.0,12.7,2.1,5.0,4.0,9.0,Automatic,117.0,COMPACT,1.29,10.0,20.0,9.0,Petrol,25.0
2816,2849,93.71957385,245.0,8.8,2.8,7.0,4.0,9.0,Automatic,114.0,SUV - STANDARD,1.46,10.0,19.0,8.7,Diesel,32.0
2817,2850,52.90568986,380.0,27.2,4.9,16.0,8.0,21.8,Automatic,288.0,SUV - STANDARD,1.4,10.0,23.0,20.3,Petrol,14.0
2818,2851,75.61935131,179.0,6.7,1.4,5.0,4.0,8.4,Automatic,157.0,PICKUP TRUCK - SMALL,1.41,10.0,16.0,6.2,Gas,38.0
2819,2852,124.2912485,168.0,7.0,1.6,5.0,4.0,7.4,Automatic,85.0,MID-SIZE,1.43,10.0,18.0,5.7,Petrol,40.0
2820,2853,65.82305115,261.0,17.2,3.6,4.0,6.0,10.0,Automatic,185.0,SUV - SMALL,1.33,10.0,22.0,10.6,Gas,16.0
2821,2854,58.82941206,273.0,10.8,3.1,5.0,6.0,9.0,Automatic,174.0,COMPACT,1.36,10.0,17.0,11.6,Gas,36.0
2822,2855,64.95851568,317.0,9.4,3.4,4.0,4.0,11.9,Automatic,159.0,SUBCOMPACT,1.41,10.0,18.0,8.0,Gas,26.0
2823,2856,58.87212003,208.0,10.2,3.4,5.0,6.0,10.4,Automatic,149.0,MID-SIZE,1.49,10.0,17.0,8.7,Gas,33.0
2824,2857,71.61452118,199.0,10.2,2.0,5.0,4.0,8.5,Automatic,93.0,COMPACT,1.4,10.0,17.0,7.5,Petrol,34.0
2825,2858,116.9410389,293.0,26.2,1.9,2.0,4.0,12.5,Automatic,339.0,PICKUP TRUCK - STANDARD,0.99,10.0,20.0,9.6,Petrol,24.0
2826,2859,73.31871648,270.0,8.3,3.5,5.0,6.0,13.4,Automatic,171.0,FULL-SIZE,1.64,10.0,17.0,8.7,Gas,33.0
2827,2860,62.12826244,288.0,16.5,2.9,5.0,6.0,14.0,Automatic,182.0,COMPACT,1.47,10.0,21.0,11.1,Gas,28.0
2828,2861,106.9669922,252.0,12.8,2.0,5.0,4.0,9.2,Automatic,151.0,COMPACT,1.31,10.0,17.0,10.2,Gas,34.0
2829,2862,80.22089975,332.0,16.6,4.6,5.0,8.0,18.2,Automatic,250.0,STATION WAGON - SMALL,1.6,10.0,19.0,12.0,Gas,28.0
2830,2863,59.44149186,278.0,16.6,3.6,5.0,6.0,12.5,Automatic,160.0,VAN - CARGO,1.42,10.0,17.0,7.3,Petrol,17.0
2831,2864,76.73885942,382.0,28.9,5.1,2.0,8.0,15.8,Automatic,247.0,TWO-SEATER,1.53,10.0,23.0,14.9,Gas,15.0
2832,2865,101.0485873,302.0,11.7,2.7,5.0,4.0,10.4,Automatic,104.0,SUV - SMALL,1.52,10.0,21.0,7.1,Petrol,26.0
2833,2866,54.61845658,251.0,14.1,4.0,5.0,8.0,9.9,Manual,247.0,COMPACT,1.6,10.0,18.0,7.8,Gas,21.0
2834,2867,52.55165244,181.0,10.2,3.5,14.0,6.0,9.5,Automatic,91.0,MID-SIZE,1.42,10.0,17.0,7.6,Gas,28.0
2835,2868,63.6852453,455.0,14.2,4.9,5.0,11.0,17.4,Automatic,226.0,COMPACT,1.47,10.0,17.0,9.4,Gas,21.0
2836,2869,67.70703026,278.0,21.1,5.6,12.0,8.0,16.3,Automatic,142.0,MINICOMPACT,1.46,10.0,17.0,11.9,Gas,39.0
2837,2870,94.31554194,152.0,9.8,2.1,5.0,4.0,9.1,Manual,78.0,COMPACT,1.29,10.0,18.0,5.3,Petrol,37.0
2838,2871,87.43705119,234.0,10.8,1.4,5.0,4.0,8.2,Manual,97.0,STATION WAGON - SMALL,1.42,10.0,21.0,7.4,Petrol,30.0
2839,2872,59.3988428,180.0,13.6,3.5,7.0,6.0,9.5,Automatic,163.0,MID-SIZE,1.54,10.0,18.0,9.0,Petrol,26.0
2840,2873,72.14815937,189.0,9.5,1.2,17.0,4.0,6.9,Manual,114.0,PICKUP TRUCK - SMALL,0.87,10.0,18.0,5.9,Petrol,60.0
2841,2874,60.56046399,286.0,20.5,5.6,5.0,8.0,18.1,Automatic,308.0,MID-SIZE,1.6,10.0,19.0,12.2,Gas,15.0
2842,2875,58.80740478,183.0,12.9,3.6,5.0,6.0,14.8,Automatic,177.0,PICKUP TRUCK - STANDARD,1.5,10.0,16.0,9.6,Petrol,23.0
2843,2876,83.79779088,310.0,24.4,6.1,15.0,11.0,16.0,Automatic,159.0,VAN - PASSENGER,1.28,10.0,26.0,19.5,Petrol,23.0
2844,2877,55.47421981,416.0,16.8,6.0,14.0,12.0,16.8,Automatic,306.0,VAN - PASSENGER,1.2,10.0,24.0,7.3,Petrol,15.0
2845,2878,75.05619041,248.0,14.8,3.6,7.0,6.0,10.6,Automatic,144.0,SUV - SMALL,1.53,10.0,18.0,13.5,Gas,27.0
2846,2879,99.79941074,166.0,17.1,2.1,4.0,4.0,7.4,Automatic,108.0,SUBCOMPACT,1.24,10.0,17.0,7.1,Gas,40.0
2847,2880,100.9085498,338.0,18.2,5.2,5.0,6.0,22.3,Manual,292.0,SUV - SMALL,1.35,10.0,20.0,11.7,Petrol,20.0
2848,2881,104.5606444,215.0,10.8,2.7,3.0,4.0,12.7,Automatic,182.0,TWO-SEATER,1.28,10.0,15.0,10.8,Gas,32.0
2849,2882,94.08691232,179.0,9.6,2.1,5.0,4.0,7.7,Manual,117.0,COMPACT,1.49,10.0,16.0,6.8,Gas,42.0
2850,2883,82.90521475,159.0,5.3,1.8,5.0,4.0,5.7,Automatic,79.0,STATION WAGON - SMALL,1.38,10.0,15.0,5.7,Diesel,47.0
2851,2884,62.19455889,275.0,10.7,4.3,5.0,6.0,10.5,Automatic,258.0,MID-SIZE,1.62,10.0,17.0,9.5,Petrol,22.0
2852,2885,70.49427779,178.0,6.0,3.1,5.0,4.0,11.0,Automatic,110.0,MID-SIZE,1.39,10.0,19.0,6.0,Petrol,38.0
2853,2886,50.51816869,278.0,14.2,4.9,14.0,6.0,13.9,Automatic,231.0,MINIVAN,1.09,10.0,22.0,13.5,Petrol,21.0
2854,2887,86.41699392,294.0,10.8,2.3,14.0,4.0,9.6,Automatic,116.0,COMPACT,0.87,10.0,21.0,10.0,Petrol,36.0
2855,2888,68.86427425,264.0,13.4,3.5,2.0,8.0,13.6,Automatic,279.0,TWO-SEATER,1.41,10.0,16.0,11.4,Gas,31.0
2856,2889,56.12893412,371.0,17.3,5.0,5.0,10.0,18.0,Automatic,227.0,VAN - PASSENGER,1.21,10.0,18.0,13.1,Gas,16.0
2857,2890,73.07558397,250.0,9.9,2.9,13.0,8.0,13.3,Automatic,291.0,MID-SIZE,1.58,10.0,24.0,10.5,Gas,23.0
2858,2891,89.13375027,209.0,10.9,2.1,5.0,6.0,10.0,Automatic,162.0,COMPACT,1.55,10.0,17.0,6.3,Gas,23.0
2859,2892,66.17033586,255.0,8.9,3.6,5.0,8.0,12.4,Automatic,148.0,FULL-SIZE,1.31,10.0,19.0,10.5,Gas,24.0
2860,2893,79.80409963,220.0,14.1,3.7,15.0,4.0,10.6,Automatic,132.0,SUV - SMALL,1.04,10.0,19.0,8.3,Petrol,18.0
2861,2894,96.40000146,215.0,6.4,2.4,5.0,4.0,8.2,Automatic,91.0,COMPACT,1.47,10.0,18.0,7.7,Gas,39.0
2862,2895,65.21791241,181.0,6.9,1.8,5.0,4.0,7.4,Automatic,66.0,MID-SIZE,1.47,10.0,16.0,6.6,Diesel,33.0
2863,2896,74.84019447,326.0,15.1,3.6,5.0,6.0,17.8,Automatic,161.0,PICKUP TRUCK - STANDARD,1.38,10.0,17.0,9.4,Petrol,18.0
2864,2897,68.1268766,227.0,10.5,3.4,14.0,6.0,12.1,Manual,159.0,COMPACT,1.73,10.0,18.0,9.8,Gas,28.0
2865,2898,72.20099646,327.0,25.9,4.9,7.0,8.0,15.6,Automatic,322.0,SUV - STANDARD,1.41,10.0,24.0,20.5,Petrol,11.0
2866,2899,110.0923975,296.0,14.0,6.6,4.0,8.0,11.9,Automatic,285.0,MINICOMPACT,1.54,10.0,20.0,8.8,Gas,15.0
2867,2900,78.97963317,155.0,13.3,3.1,5.0,4.0,6.7,Automatic,81.0,MID-SIZE,1.35,10.0,21.0,10.5,Petrol,26.0
2868,2901,67.06422582,370.0,14.2,6.2,14.0,8.0,13.6,Automatic,229.0,VAN - PASSENGER,1.34,10.0,20.0,11.7,Petrol,22.0
2869,2902,63.39518622,241.0,13.0,4.4,8.0,8.0,16.3,Automatic,286.0,SUV - STANDARD,1.55,10.0,19.0,12.5,Petrol,20.0
2870,2903,111.0316141,216.0,9.0,2.9,5.0,4.0,9.0,Manual,102.0,PICKUP TRUCK - STANDARD,0.87,10.0,20.0,7.3,Petrol,24.0
2871,2904,65.60048755,419.0,29.2,3.8,5.0,8.0,13.2,Automatic,269.0,SUV - STANDARD,1.59,10.0,19.0,10.7,Gas,21.0
2872,2905,122.164485,209.0,9.1,1.7,2.0,4.0,8.6,Manual,109.0,COMPACT,1.33,10.0,13.0,4.9,Petrol,37.0
2873,2906,94.47881237,238.0,10.2,2.3,5.0,4.0,10.0,Manual,73.0,STATION WAGON - SMALL,1.34,10.0,17.0,9.6,Gas,32.0
2874,2907,103.8636085,305.0,19.3,5.5,2.0,8.0,13.6,Manual,275.0,TWO-SEATER,1.62,10.0,18.0,10.0,Gas,20.0
2875,2909,53.96117621,279.0,22.2,4.8,2.0,8.0,23.1,Automatic,256.0,MID-SIZE,1.49,10.0,26.0,16.8,Gas,13.0
2876,2910,80.47091556,383.0,19.5,3.3,3.0,8.0,19.3,Manual,218.0,TWO-SEATER,1.37,10.0,19.0,16.2,Gas,20.0
2877,2911,119.8834027,185.0,10.9,3.5,13.0,4.0,9.2,Automatic,125.0,PICKUP TRUCK - STANDARD,1.04,10.0,26.0,7.5,Petrol,28.0
2878,2912,68.11919759,330.0,16.7,3.3,7.0,6.0,12.8,Automatic,165.0,MID-SIZE,1.41,10.0,16.0,13.3,Petrol,18.0
2879,2913,54.67579713,190.0,7.8,1.2,5.0,4.0,6.0,Automatic,82.0,COMPACT,1.25,10.0,16.0,7.3,Petrol,33.0
2880,2914,101.9457896,270.0,15.0,2.3,4.0,4.0,7.1,Automatic,229.0,SUBCOMPACT,1.35,10.0,17.0,11.5,Gas,23.0
2881,2915,71.639879,273.0,8.3,3.0,5.0,4.0,10.6,Automatic,89.0,SUV - SMALL,1.36,10.0,25.0,9.6,Petrol,31.0
2882,2916,63.15603408,338.0,11.8,6.1,5.0,11.0,7.7,Automatic,313.0,MID-SIZE,1.03,10.0,19.0,9.9,Petrol,24.0
2883,2917,74.84187356,161.0,9.9,2.0,12.0,4.0,9.7,Automatic,116.0,SUBCOMPACT,1.49,10.0,18.0,6.0,Gas,36.0
2884,2918,89.98821498,200.0,10.0,1.3,5.0,4.0,7.9,Automatic,118.0,COMPACT,1.47,10.0,16.0,5.6,Gas,44.0
2885,2919,81.1280023,327.0,15.4,3.7,5.0,8.0,12.0,Automatic,170.0,PICKUP TRUCK - STANDARD,1.48,10.0,17.0,9.6,Gas,18.0
2886,2920,110.8255935,311.0,11.0,3.7,5.0,4.0,10.0,Manual,120.0,SUV - SMALL,1.38,10.0,21.0,6.1,Petrol,36.0
2887,2921,77.66705835,297.0,9.2,2.0,4.0,6.0,11.7,Automatic,163.0,COMPACT,1.45,10.0,16.0,10.7,Gas,34.0
2888,2922,103.1837724,280.0,16.1,2.8,5.0,6.0,9.7,Automatic,97.0,COMPACT,0.87,10.0,17.0,7.8,Gas,29.0
2889,2923,107.2587494,147.0,10.0,1.6,4.0,4.0,8.2,Automatic,92.0,SUBCOMPACT,1.51,10.0,16.0,4.9,Gas,37.0
2890,2924,54.702723,257.0,17.1,1.8,5.0,8.0,11.1,Automatic,295.0,MID-SIZE,1.59,10.0,21.0,8.8,Petrol,29.0
2891,2925,59.12229074,186.0,7.8,1.0,18.0,4.0,8.2,Automatic,108.0,SUV - STANDARD,1.24,10.0,20.0,7.7,Petrol,41.0
2892,2926,61.57405597,253.0,11.4,2.6,4.0,6.0,11.6,Automatic,163.0,MINICOMPACT,1.53,10.0,14.0,9.9,Gas,17.0
2893,2927,97.3438084,203.0,4.6,1.9,5.0,4.0,9.4,Automatic,110.0,COMPACT,1.44,10.0,20.0,5.3,Petrol,40.0
2894,2928,67.16365393,259.0,14.8,3.4,5.0,6.0,14.7,Automatic,152.0,MID-SIZE,1.46,10.0,16.0,9.2,Gas,19.0
2895,2929,88.72801613,396.0,15.7,4.3,5.0,8.0,17.2,Automatic,322.0,PICKUP TRUCK - STANDARD,1.27,10.0,25.0,14.1,Petrol,12.0
2896,2930,64.36720816,328.0,18.9,3.5,14.0,6.0,17.1,Automatic,152.0,SUV - STANDARD,1.48,10.0,18.0,8.6,Gas,32.0
2897,2931,67.85057207,385.0,25.4,6.2,7.0,8.0,20.7,Automatic,373.0,SUV - STANDARD,1.49,10.0,21.0,14.4,Petrol,11.0
2898,2932,102.7910198,277.0,10.9,2.2,5.0,4.0,13.0,Automatic,111.0,SUV - SMALL,1.51,10.0,17.0,9.3,Petrol,23.0
2899,2933,106.4722454,262.0,8.5,1.4,2.0,4.0,7.8,Manual,81.0,MINICOMPACT,1.46,10.0,15.0,5.1,Gas,42.0
2900,2934,106.5688364,186.0,11.3,1.5,14.0,4.0,8.3,Automatic,92.0,COMPACT,1.37,10.0,15.0,5.1,Petrol,58.0
2901,2935,63.34352615,268.0,11.1,1.5,5.0,6.0,8.9,Automatic,151.0,MINICOMPACT,1.5,10.0,16.0,12.0,Gas,29.0
2902,2936,70.55187706,393.0,8.1,3.6,5.0,6.0,14.1,Automatic,156.0,FULL-SIZE,1.44,10.0,17.0,9.1,Gas,18.0
2903,2937,68.05315564,377.0,24.4,5.5,5.0,8.0,20.4,Automatic,250.0,VAN - PASSENGER,1.54,10.0,21.0,13.2,Gas,16.0
2904,2938,92.7273965,280.0,14.5,4.1,2.0,8.0,12.3,Manual,261.0,TWO-SEATER,1.49,10.0,18.0,8.2,Gas,26.0
2905,2939,134.3986842,196.0,9.9,1.2,2.0,4.0,9.4,Manual,95.0,TWO-SEATER,1.31,10.0,19.0,6.9,Petrol,40.0
2906,2940,64.61047857,334.0,16.8,5.7,2.0,8.0,18.2,Automatic,335.0,COMPACT,1.58,10.0,17.0,9.2,Gas,27.0
2907,2941,50.14276442,282.0,13.6,3.7,5.0,6.0,10.6,Automatic,184.0,MID-SIZE,1.46,10.0,21.0,8.3,Petrol,27.0
2908,2942,123.8326046,202.0,13.0,3.3,2.0,4.0,12.0,Manual,119.0,TWO-SEATER,1.51,10.0,21.0,7.1,Gas,26.0
2909,2943,57.05913557,287.0,7.5,2.7,5.0,8.0,11.2,Automatic,148.0,COMPACT,1.46,10.0,18.0,9.2,Gas,27.0
2910,2944,80.48090652,197.0,7.6,1.3,5.0,4.0,8.5,Automatic,104.0,FULL-SIZE,1.42,10.0,16.0,5.6,Petrol,37.0
2911,2945,70.40137138,279.0,12.0,3.6,7.0,6.0,18.6,Automatic,179.0,SUV - STANDARD,1.37,10.0,19.0,10.7,Petrol,17.0
2912,2946,72.5675241,175.0,10.4,1.6,5.0,4.0,12.3,Automatic,108.0,COMPACT,1.33,10.0,18.0,9.9,Petrol,25.0
2913,2947,74.04580329,334.0,12.4,2.7,8.0,6.0,13.3,Automatic,161.0,SUV - STANDARD,1.53,10.0,18.0,13.6,Petrol,16.0
2914,2948,62.93277266,314.0,11.0,3.7,5.0,6.0,10.4,Automatic,178.0,SUV - STANDARD,1.35,10.0,17.0,7.2,Diesel,19.0
2915,2949,105.9532767,163.0,12.4,2.1,4.0,4.0,8.1,Manual,59.0,SUBCOMPACT,1.33,10.0,15.0,4.9,Gas,52.0
2916,2950,100.0794158,223.0,12.5,1.9,7.0,4.0,9.3,Automatic,82.0,SUV - SMALL,1.43,10.0,17.0,6.8,Petrol,46.0
2917,2951,64.76360808,450.0,28.3,4.0,16.0,8.0,25.8,Automatic,231.0,VAN - PASSENGER,1.49,10.0,23.0,11.8,Petrol,12.0
2918,2952,45.82751427,363.0,21.5,4.9,13.0,8.0,23.5,Automatic,242.0,SUV - STANDARD,1.27,10.0,22.0,18.0,Gas,14.0
2919,2953,90.1415781,295.0,8.7,1.6,14.0,4.0,10.7,Automatic,101.0,SUV - STANDARD,1.38,10.0,18.0,8.1,Petrol,25.0
2920,2954,63.51382222,268.0,12.2,3.4,5.0,6.0,11.1,Automatic,148.0,MID-SIZE,1.49,10.0,17.0,7.7,Gas,20.0
2921,2955,109.8884003,236.0,10.5,2.2,7.0,6.0,12.6,Automatic,163.0,SUV - STANDARD,1.27,10.0,22.0,7.7,Petrol,29.0
2922,2956,65.82530442,218.0,17.0,3.5,16.0,5.0,11.2,Automatic,145.0,SUV - STANDARD,1.38,10.0,21.0,8.9,Petrol,23.0
2923,2957,69.97234556,249.0,9.2,2.5,5.0,6.0,11.2,Automatic,168.0,SUBCOMPACT,1.52,10.0,17.0,9.8,Gas,26.0
2924,2958,117.8824472,203.0,7.3,2.5,5.0,4.0,8.6,Automatic,118.0,COMPACT,1.25,10.0,18.0,7.3,Gas,32.0
2925,2959,65.77874424,207.0,6.4,2.2,5.0,4.0,8.4,Automatic,111.0,MID-SIZE,1.36,10.0,21.0,6.8,Petrol,40.0
2926,2960,75.9932334,214.0,10.3,3.7,5.0,4.0,12.5,Automatic,91.0,MID-SIZE,1.69,10.0,16.0,8.4,Petrol,21.0
2927,2961,103.4566355,258.0,8.5,3.5,7.0,6.0,10.4,Automatic,144.0,PICKUP TRUCK - STANDARD,1.59,10.0,18.0,10.9,Petrol,29.0
2928,2963,79.07725466,308.0,14.7,3.7,5.0,6.0,11.5,Automatic,154.0,SUV - SMALL,1.5,10.0,19.0,10.8,Gas,14.0
2929,2964,66.2332851,277.0,24.6,1.8,5.0,6.0,11.2,Automatic,101.0,MID-SIZE,1.62,10.0,18.0,9.3,Gas,17.0
2930,2965,83.36887809,212.0,9.7,1.9,7.0,4.0,6.7,Automatic,76.0,SUV - STANDARD,1.37,10.0,18.0,6.6,Petrol,29.0
