ID,PERFORMANCE_INDEX,EMISSIONS_CO2,URBAN_CONSUMPTION,DISPLACEMENT,CAPACITY,PISTON_COUNT,BLENDED_CONSUMPTION,GEARBOX_TYPE,OUTPUT,BODY_STYLE,EFFICIENCY_RATIO,YEARS_IN_SERVICE,MILEAGE,HIGHWAY_USAGE,ENERGY_SOURCE,EFFICIENCY_RATING
2870,94.31554194,152,9.8,2.1,5,4,9.1,Manual,78,COMPACT,1.29,10,18,5.3,Petrol,37
2871,87.43705119,234,10.8,1.4,5,4,8.2,Manual,97,STATION WAGON - SMALL,1.42,10,21,7.4,Petrol,30
2872,59.3988428,180,13.6,3.5,7,6,9.5,Automatic,163,MID-SIZE,1.54,10,18,9,Petrol,26
2873,72.14815937,189,9.5,1.2,17,4,6.9,Manual,114,PICKUP TRUCK - SMALL,0.87,10,18,5.9,Petrol,60
2874,60.56046399,286,20.5,5.6,5,8,18.1,Automatic,308,MID-SIZE,1.6,10,19,12.2,Gas,15
2875,58.80740478,183,12.9,3.6,5,6,14.8,Automatic,177,PICKUP TRUCK - STANDARD,1.5,10,16,9.6,Petrol,23
2876,83.79779088,310,24.4,6.1,15,11,16,Automatic,159,VAN - PASSENGER,1.28,10,26,19.5,Petrol,23
2877,55.47421981,416,16.8,6,14,12,16.8,Automatic,306,VAN - PASSENGER,1.2,10,24,7.3,Petrol,15
2878,75.05619041,248,14.8,3.6,7,6,10.6,Automatic,144,SUV - SMALL,1.53,10,18,13.5,Gas,27
2879,99.79941074,166,17.1,2.1,4,4,7.4,Automatic,108,SUBCOMPACT,1.24,10,17,7.1,Gas,40
2880,100.9085498,338,18.2,5.2,5,6,22.3,Manual,292,SUV - SMALL,1.35,10,20,11.7,Petrol,20
2881,104.5606444,215,10.8,2.7,3,4,12.7,Automatic,182,TWO-SEATER,1.28,10,15,10.8,Gas,32
2882,94.08691232,179,9.6,2.1,5,4,7.7,Manual,117,COMPACT,1.49,10,16,6.8,Gas,42
2883,82.90521475,159,5.3,1.8,5,4,5.7,Automatic,79,STATION WAGON - SMALL,1.38,10,15,5.7,Diesel,47
2884,62.19455889,275,10.7,4.3,5,6,10.5,Automatic,258,MID-SIZE,1.62,10,17,9.5,Petrol,22
2885,70.49427779,178,6,3.1,5,4,11,Automatic,110,MID-SIZE,1.39,10,19,6,Petrol,38
2886,50.51816869,278,14.2,4.9,14,6,13.9,Automatic,231,MINIVAN,1.09,10,22,13.5,Petrol,21
2887,86.41699392,294,10.8,2.3,14,4,9.6,Automatic,116,COMPACT,0.87,10,21,10,Petrol,36
2888,68.86427425,264,13.4,3.5,2,8,13.6,Automatic,279,TWO-SEATER,1.41,10,16,11.4,Gas,31
2889,56.12893412,371,17.3,5,5,10,18,Automatic,227,VAN - PASSENGER,1.21,10,18,13.1,Gas,16
2890,73.07558397,250,9.9,2.9,13,8,13.3,Automatic,291,MID-SIZE,1.58,10,24,10.5,Gas,23
2891,89.13375027,209,10.9,2.1,5,6,10,Automatic,162,COMPACT,1.55,10,17,6.3,Gas,23
2892,66.17033586,255,8.9,3.6,5,8,12.4,Automatic,148,FULL-SIZE,1.31,10,19,10.5,Gas,24
2893,79.80409963,220,14.1,3.7,15,4,10.6,Automatic,132,SUV - SMALL,1.04,10,19,8.3,Petrol,18
2894,96.40000146,215,6.4,2.4,5,4,8.2,Automatic,91,COMPACT,1.47,10,18,7.7,Gas,39
2895,65.21791241,181,6.9,1.8,5,4,7.4,Automatic,66,MID-SIZE,1.47,10,16,6.6,Diesel,33
2896,74.84019447,326,15.1,3.6,5,6,17.8,Automatic,161,PICKUP TRUCK - STANDARD,1.38,10,17,9.4,Petrol,18
2897,68.1268766,227,10.5,3.4,14,6,12.1,Manual,159,COMPACT,1.73,10,18,9.8,Gas,28
2898,72.20099646,327,25.9,4.9,7,8,15.6,Automatic,322,SUV - STANDARD,1.41,10,24,20.5,Petrol,11
2899,110.0923975,296,14,6.6,4,8,11.9,Automatic,285,MINICOMPACT,1.54,10,20,8.8,Gas,15
2900,78.97963317,155,13.3,3.1,5,4,6.7,Automatic,81,MID-SIZE,1.35,10,21,10.5,Petrol,26
2901,67.06422582,370,14.2,6.2,14,8,13.6,Automatic,229,VAN - PASSENGER,1.34,10,20,11.7,Petrol,22
2902,63.39518622,241,13,4.4,8,8,16.3,Automatic,286,SUV - STANDARD,1.55,10,19,12.5,Petrol,20
2903,111.0316141,216,9,2.9,5,4,9,Manual,102,PICKUP TRUCK - STANDARD,0.87,10,20,7.3,Petrol,24
2904,65.60048755,419,29.2,3.8,5,8,13.2,Automatic,269,SUV - STANDARD,1.59,10,19,10.7,Gas,21
2905,122.164485,209,9.1,1.7,2,4,8.6,Manual,109,COMPACT,1.33,10,13,4.9,Petrol,37
2906,94.47881237,238,10.2,2.3,5,4,10,Manual,73,STATION WAGON - SMALL,1.34,10,17,9.6,Gas,32
2907,103.8636085,305,19.3,5.5,2,8,13.6,Manual,275,TWO-SEATER,1.62,10,18,10,Gas,20
2909,53.96117621,279,22.2,4.8,2,8,23.1,Automatic,256,MID-SIZE,1.49,10,26,16.8,Gas,13
2910,80.47091556,383,19.5,3.3,3,8,19.3,Manual,218,TWO-SEATER,1.37,10,19,16.2,Gas,20
2911,119.8834027,185,10.9,3.5,13,4,9.2,Automatic,125,PICKUP TRUCK - STANDARD,1.04,10,26,7.5,Petrol,28
2912,68.11919759,330,16.7,3.3,7,6,12.8,Automatic,165,MID-SIZE,1.41,10,16,13.3,Petrol,18
2913,54.67579713,190,7.8,1.2,5,4,6,Automatic,82,COMPACT,1.25,10,16,7.3,Petrol,33
2914,101.9457896,270,15,2.3,4,4,7.1,Automatic,229,SUBCOMPACT,1.35,10,17,11.5,Gas,23
2915,71.639879,273,8.3,3,5,4,10.6,Automatic,89,SUV - SMALL,1.36,10,25,9.6,Petrol,31
2916,63.15603408,338,11.8,6.1,5,11,7.7,Automatic,313,MID-SIZE,1.03,10,19,9.9,Petrol,24
2917,74.84187356,161,9.9,2,12,4,9.7,Automatic,116,SUBCOMPACT,1.49,10,18,6,Gas,36
2918,89.98821498,200,10,1.3,5,4,7.9,Automatic,118,COMPACT,1.47,10,16,5.6,Gas,44
2919,81.1280023,327,15.4,3.7,5,8,12,Automatic,170,PICKUP TRUCK - STANDARD,1.48,10,17,9.6,Gas,18
2920,110.8255935,311,11,3.7,5,4,10,Manual,120,SUV - SMALL,1.38,10,21,6.1,Petrol,36
2921,77.66705835,297,9.2,2,4,6,11.7,Automatic,163,COMPACT,1.45,10,16,10.7,Gas,34
2922,103.1837724,280,16.1,2.8,5,6,9.7,Automatic,97,COMPACT,0.87,10,17,7.8,Gas,29
2923,107.2587494,147,10,1.6,4,4,8.2,Automatic,92,SUBCOMPACT,1.51,10,16,4.9,Gas,37
2924,54.702723,257,17.1,1.8,5,8,11.1,Automatic,295,MID-SIZE,1.59,10,21,8.8,Petrol,29
2925,59.12229074,186,7.8,1,18,4,8.2,Automatic,108,SUV - STANDARD,1.24,10,20,7.7,Petrol,41
2926,61.57405597,253,11.4,2.6,4,6,11.6,Automatic,163,MINICOMPACT,1.53,10,14,9.9,Gas,17
2927,97.3438084,203,4.6,1.9,5,4,9.4,Automatic,110,COMPACT,1.44,10,20,5.3,Petrol,40
2928,67.16365393,259,14.8,3.4,5,6,14.7,Automatic,152,MID-SIZE,1.46,10,16,9.2,Gas,19
2929,88.72801613,396,15.7,4.3,5,8,17.2,Automatic,322,PICKUP TRUCK - STANDARD,1.27,10,25,14.1,Petrol,12
2930,64.36720816,328,18.9,3.5,14,6,17.1,Automatic,152,SUV - STANDARD,1.48,10,18,8.6,Gas,32
2931,67.85057207,385,25.4,6.2,7,8,20.7,Automatic,373,SUV - STANDARD,1.49,10,21,14.4,Petrol,11
2932,102.7910198,277,10.9,2.2,5,4,13,Automatic,111,SUV - SMALL,1.51,10,17,9.3,Petrol,23
2933,106.4722454,262,8.5,1.4,2,4,7.8,Manual,81,MINICOMPACT,1.46,10,15,5.1,Gas,42
2934,106.5688364,186,11.3,1.5,14,4,8.3,Automatic,92,COMPACT,1.37,10,15,5.1,Petrol,58
2935,63.34352615,268,11.1,1.5,5,6,8.9,Automatic,151,MINICOMPACT,1.5,10,16,12,Gas,29
2936,70.55187706,393,8.1,3.6,5,6,14.1,Automatic,156,FULL-SIZE,1.44,10,17,9.1,Gas,18
2937,68.05315564,377,24.4,5.5,5,8,20.4,Automatic,250,VAN - PASSENGER,1.54,10,21,13.2,Gas,16
2938,92.7273965,280,14.5,4.1,2,8,12.3,Manual,261,TWO-SEATER,1.49,10,18,8.2,Gas,26
2939,134.3986842,196,9.9,1.2,2,4,9.4,Manual,95,TWO-SEATER,1.31,10,19,6.9,Petrol,40
2940,64.61047857,334,16.8,5.7,2,8,18.2,Automatic,335,COMPACT,1.58,10,17,9.2,Gas,27
2941,50.14276442,282,13.6,3.7,5,6,10.6,Automatic,184,MID-SIZE,1.46,10,21,8.3,Petrol,27
2942,123.8326046,202,13,3.3,2,4,12,Manual,119,TWO-SEATER,1.51,10,21,7.1,Gas,26
2943,57.05913557,287,7.5,2.7,5,8,11.2,Automatic,148,COMPACT,1.46,10,18,9.2,Gas,27
2944,80.48090652,197,7.6,1.3,5,4,8.5,Automatic,104,FULL-SIZE,1.42,10,16,5.6,Petrol,37
2945,70.40137138,279,12,3.6,7,6,18.6,Automatic,179,SUV - STANDARD,1.37,10,19,10.7,Petrol,17
2946,72.5675241,175,10.4,1.6,5,4,12.3,Automatic,108,COMPACT,1.33,10,18,9.9,Petrol,25
2947,74.04580329,334,12.4,2.7,8,6,13.3,Automatic,161,SUV - STANDARD,1.53,10,18,13.6,Petrol,16
2948,62.93277266,314,11,3.7,5,6,10.4,Automatic,178,SUV - STANDARD,1.35,10,17,7.2,Diesel,19
2949,105.9532767,163,12.4,2.1,4,4,8.1,Manual,59,SUBCOMPACT,1.33,10,15,4.9,Gas,52
2950,100.0794158,223,12.5,1.9,7,4,9.3,Automatic,82,SUV - SMALL,1.43,10,17,6.8,Petrol,46
2951,64.76360808,450,28.3,4,16,8,25.8,Automatic,231,VAN - PASSENGER,1.49,10,23,11.8,Petrol,12
2952,45.82751427,363,21.5,4.9,13,8,23.5,Automatic,242,SUV - STANDARD,1.27,10,22,18,Gas,14
2953,90.1415781,295,8.7,1.6,14,4,10.7,Automatic,101,SUV - STANDARD,1.38,10,18,8.1,Petrol,25
2954,63.51382222,268,12.2,3.4,5,6,11.1,Automatic,148,MID-SIZE,1.49,10,17,7.7,Gas,20
2955,109.8884003,236,10.5,2.2,7,6,12.6,Automatic,163,SUV - STANDARD,1.27,10,22,7.7,Petrol,29
2956,65.82530442,218,17,3.5,16,5,11.2,Automatic,145,SUV - STANDARD,1.38,10,21,8.9,Petrol,23
2957,69.97234556,249,9.2,2.5,5,6,11.2,Automatic,168,SUBCOMPACT,1.52,10,17,9.8,Gas,26
2958,117.8824472,203,7.3,2.5,5,4,8.6,Automatic,118,COMPACT,1.25,10,18,7.3,Gas,32
2959,65.77874424,207,6.4,2.2,5,4,8.4,Automatic,111,MID-SIZE,1.36,10,21,6.8,Petrol,40
2960,75.9932334,214,10.3,3.7,5,4,12.5,Automatic,91,MID-SIZE,1.69,10,16,8.4,Petrol,21
2961,103.4566355,258,8.5,3.5,7,6,10.4,Automatic,144,PICKUP TRUCK - STANDARD,1.59,10,18,10.9,Petrol,29
2963,79.07725466,308,14.7,3.7,5,6,11.5,Automatic,154,SUV - SMALL,1.5,10,19,10.8,Gas,14
2964,66.2332851,277,24.6,1.8,5,6,11.2,Automatic,101,MID-SIZE,1.62,10,18,9.3,Gas,17
2965,83.36887809,212,9.7,1.9,7,4,6.7,Automatic,76,SUV - STANDARD,1.37,10,18,6.6,Petrol,29
2966,62.27885524,324,10.6,3.1,17,12,13.4,Automatic,164,SUV - STANDARD,1.35,10,24,18.3,Petrol,19
2967,57.28730848,201,14.4,3.4,5,6,11.6,Automatic,165,FULL-SIZE,1.37,10,18,10.7,Petrol,16
2968,109.4555229,237,10.9,3.5,5,4,10.3,Automatic,87,COMPACT,1.12,10,18,7.9,Gas,35
2969,108.6617878,194,9.3,2,5,4,11.1,Automatic,88,MID-SIZE,1.48,10,17,7.2,Petrol,38
2970,72.92260906,295,10.4,4.2,5,6,9.3,Automatic,288,COMPACT,1.45,10,17,9.6,Gas,23
2971,77.47610441,303,14.7,2.5,4,6,11.4,Automatic,148,COMPACT,1.46,10,17,9.7,Gas,28
2972,86.93629144,184,7.7,1.4,14,4,8.5,Automatic,81,COMPACT,1.39,10,19,6.9,Petrol,50
2973,50.3884064,443,29.2,5.3,17,8,25.3,Automatic,353,VAN - PASSENGER,1.37,10,22,14.9,Petrol,11
2974,86.81067338,207,12.2,1.8,4,4,7.1,Manual,88,SUBCOMPACT,1.33,10,18,6.5,Petrol,41
2975,134.8932163,224,11.2,1.1,5,4,7.1,Manual,99,SUV - SMALL,1.51,10,17,5.4,Petrol,21
2976,58.99047252,167,16.2,3.9,5,4,7.2,Automatic,274,MID-SIZE,1.57,10,17,7.6,Petrol,24
2977,61.60864238,181,11.1,1.9,5,4,7.8,Automatic,110,COMPACT,1.4,10,16,6.8,Petrol,36
2978,122.3482634,156,8,1.9,5,4,8.9,Automatic,88,COMPACT,1.25,10,16,4.9,Gas,47
2979,85.22276897,246,10.4,3.1,5,4,9.2,Automatic,110,MID-SIZE,0.97,10,19,9.7,Petrol,22
2980,106.5674302,206,10.1,2,5,6,11.2,Automatic,118,COMPACT,1.36,10,17,9.2,Gas,22
2981,101.503706,185,9.5,2.5,5,4,7,Automatic,96,MID-SIZE,1.51,10,17,5.7,Petrol,44
2982,71.30303519,253,9.6,1.9,13,6,9.6,Automatic,183,MID-SIZE,1.53,10,17,9.9,Gas,32
2983,94.7642885,254,10.4,1.7,16,4,10.9,Manual,115,STATION WAGON - SMALL,1.41,10,22,8.8,Petrol,24
2984,114.6637608,289,15.1,2.4,5,8,15.3,Automatic,211,FULL-SIZE,1.42,10,18,9.6,Gas,31
2985,65.10318713,286,10.9,3.5,7,6,11,Automatic,158,SUV - STANDARD,1.57,10,17,7.7,Petrol,15
2986,99.47385793,260,9.2,3.1,5,6,8.4,Automatic,96,COMPACT,1.41,10,19,9.6,Gas,31
2987,65.17163408,255,18.9,3.8,5,6,13.5,Automatic,162,SUV - STANDARD,0.98,10,16,9.8,Petrol,33
2988,73.31530719,386,16.3,3.7,4,8,16.1,Automatic,271,MINICOMPACT,1.74,10,19,14.3,Gas,26
2989,61.63708963,197,4.7,2.3,2,4,9,Manual,91,MID-SIZE,1.63,10,21,6.1,Diesel,25
2990,92.23996039,243,10.7,2.1,13,4,8.3,Automatic,105,SUV - SMALL,1.19,10,22,6.6,Petrol,37
2991,131.8686054,204,9.7,2.1,4,4,10.3,Automatic,114,SUV - SMALL,1.52,10,19,7.9,Petrol,31
2992,104.0979992,297,17.9,5.4,4,8,11.7,Automatic,251,MID-SIZE,1.54,10,17,14.1,Gas,20
2993,72.80828137,305,16.1,3.4,5,6,16.3,Automatic,150,PICKUP TRUCK - STANDARD,1.53,10,16,9.7,Gas,30
2995,85.35665569,222,9.8,2.5,4,6,12.4,Automatic,176,MINIVAN,1.49,10,19,8.1,Petrol,16
2996,104.3835731,216,10,2.9,5,4,9.1,Automatic,105,COMPACT,1.38,10,18,8.8,Gas,33
2997,99.133729,160,10.3,3.2,7,6,13.5,Automatic,160,SUV - STANDARD,0.96,10,17,11.2,Gas,28
2998,67.44205751,395,17.2,5.2,5,8,23.3,Automatic,337,PICKUP TRUCK - STANDARD,1.43,10,19,10.6,Petrol,11
2999,54.96946993,197,11.6,2.2,5,4,10.5,Automatic,111,MID-SIZE,1.54,10,21,5.1,Petrol,37
3000,91.95857094,230,8.4,1.2,5,4,9.4,Manual,84,STATION WAGON - MID-SIZE,1.34,10,15,6.6,Petrol,31
3001,109.7097986,206,11,1.1,4,4,8.1,Manual,99,SUBCOMPACT,1.27,10,16,5.6,Gas,47
3002,102.0167597,329,22.7,5.6,5,10,14.7,Manual,283,PICKUP TRUCK - SMALL,1.58,10,22,9.1,Gas,21
3003,67.44636966,280,13.9,3.3,4,8,17.2,Automatic,304,SUV - STANDARD,1.52,10,19,11.6,Gas,19
3004,60.14587638,375,30.2,5,13,8,21.9,Automatic,336,PICKUP TRUCK - STANDARD,1.53,10,22,13.7,Petrol,23
3005,68.48449161,233,11.2,1.6,5,4,6.6,Manual,87,COMPACT,1.44,10,16,5,Gas,34
3006,85.42689414,239,7.6,1.7,13,4,6.7,Automatic,91,MID-SIZE,1.38,10,14,5.5,Petrol,31
3007,109.4082023,206,9.7,2.6,5,4,9.2,Automatic,96,COMPACT,1.44,10,19,7.8,Petrol,29
3008,106.7587296,217,10.8,2.8,5,4,11.6,Automatic,107,MID-SIZE,1.24,10,18,8.3,Diesel,29
3009,115.0767135,274,10.8,2.9,5,4,9.8,Manual,102,SUV - SMALL,1.29,10,21,10.9,Petrol,18
3010,75.95391767,265,9.5,4.7,5,6,11.4,Automatic,321,MID-SIZE,1.58,10,18,7.9,Petrol,16
3011,77.27196296,370,11.8,3.5,7,6,17.2,Automatic,178,PICKUP TRUCK - STANDARD,1.37,10,24,10.9,Petrol,16
3012,100.8121848,265,7.3,2.2,5,4,8.8,Automatic,126,STATION WAGON - SMALL,1.18,10,18,8.5,Petrol,26
3013,74.68387149,278,9.2,4.2,5,8,13.7,Automatic,278,PICKUP TRUCK - STANDARD,1.46,10,19,6.2,Gas,32
3014,56.66172942,289,10.4,4.8,4,8,7.6,Manual,151,MINICOMPACT,1.46,10,19,9.6,Gas,25
3015,89.05281378,303,16,4.5,7,6,10.4,Automatic,288,SUV - STANDARD,1.36,10,25,14.5,Petrol,19
3016,107.9732088,292,14.6,3.2,5,4,9.5,Automatic,113,SUV - SMALL,1.25,10,19,10.6,Petrol,17
3017,54.7927645,177,9.3,2.3,5,6,10.5,Manual,179,COMPACT,1.43,10,19,8.5,Gas,26
3018,112.0770611,255,19.1,3.7,5,8,12.1,Automatic,232,MID-SIZE,1.51,10,17,9.7,Gas,21
3019,63.30726423,371,22.1,5.4,5,10,22.3,Automatic,280,PICKUP TRUCK - STANDARD,1.47,10,17,14.1,Gas,20
3020,90.88778648,393,26.2,5.3,13,8,25.8,Automatic,252,PICKUP TRUCK - STANDARD,1.35,10,24,19,Petrol,16
3021,54.47469292,424,20.3,5.8,14,8,21.5,Automatic,265,SPECIAL PURPOSE VEHICLE,1.51,10,23,14.7,Petrol,21
3022,53.75783792,223,12.5,5.9,5,8,15.9,Automatic,254,MID-SIZE,1.58,10,17,7.7,Gas,30
3023,54.68184806,299,10.3,3.2,5,6,11,Automatic,150,MINICOMPACT,1.4,10,18,9.7,Gas,21
3024,75.22953336,430,17.9,3.6,16,6,12,Automatic,378,VAN - PASSENGER,0.9,10,25,10.3,Petrol,20
3025,97.68240476,173,9.4,1.9,5,4,8.7,Manual,87,COMPACT,1.39,10,15,5.2,Petrol,37
3026,53.33952149,251,14,3.5,5,6,12.1,Manual,174,COMPACT,1.5,10,19,11.3,Gas,22
3027,109.4450152,207,11.9,2.9,5,4,7.9,Manual,84,SUV - SMALL,1.36,10,17,10.2,Petrol,25
3028,108.1978151,360,11.5,2.4,5,4,9.3,Automatic,73,COMPACT,1.04,10,17,6.7,Petrol,17
3029,107.6074546,266,13.2,3.6,5,6,12.4,Manual,111,SUV - SMALL,1.4,10,19,7.2,Petrol,31
3030,65.56914864,289,17.3,2.6,5,6,12.5,Manual,93,SUV - SMALL,1.26,10,18,9.9,Petrol,19
3031,76.17108375,431,23.6,4.1,14,11,22.1,Automatic,280,VAN - PASSENGER,1.45,10,25,14.3,Petrol,16
3032,104.5406269,295,20.3,5.5,5,8,13.5,Manual,268,SUV - SMALL,1.5,10,24,11.7,Petrol,21
3033,68.16402176,171,4.6,2.7,5,4,6.3,Automatic,72,COMPACT,1.43,10,17,4.9,Petrol,60
3034,64.177225,141,8,2,13,4,6.4,Automatic,82,STATION WAGON - SMALL,1.26,10,16,5.9,Petrol,42
3035,71.01450597,326,25.3,3.8,15,10,24.9,Automatic,252,VAN - CARGO,1.41,10,25,15.8,Petrol,16
3036,87.95484399,209,13.3,1.7,5,4,5.8,Manual,105,COMPACT,1.6,10,16,7.6,Gas,32
3037,83.23770745,252,12.4,2.8,5,4,6,Automatic,83,MID-SIZE,1.32,10,17,7.7,Gas,30
3038,101.3990974,329,16.5,4.6,5,8,12.3,Automatic,261,PICKUP TRUCK - STANDARD,1.44,10,21,12.5,Petrol,16
3039,64.41359855,429,16.2,5.2,5,8,19.3,Automatic,289,PICKUP TRUCK - STANDARD,1.62,10,23,12.6,Petrol,20
3040,156.460865,175,7,1.6,15,4,6.3,Automatic,103,SUV - SMALL,1.31,10,20,6.3,Petrol,39
3041,76.93595445,255,15.3,3,5,6,11.9,Manual,140,COMPACT,1.42,10,17,9.1,Gas,29
3042,73.63768628,243,15.2,2.2,2,6,11,Manual,162,MID-SIZE,1.43,10,15,10.4,Gas,25
3043,51.9431763,286,16.3,5.4,5,10,7.7,Automatic,241,MID-SIZE,1.53,10,17,15.8,Gas,20
3044,118.161813,252,9.9,3.8,5,4,8.5,Manual,100,COMPACT,1.42,10,23,7,Petrol,24
3045,66.37901858,368,20.6,4.5,2,8,14.1,Manual,255,PICKUP TRUCK - SMALL,1.68,10,19,11.3,Gas,16
3046,92.83664357,284,12.7,4.6,5,11,11.4,Automatic,330,TWO-SEATER,1.4,10,22,15.3,Gas,31
3047,78.94511826,165,7.4,1.6,5,4,8.9,Manual,94,TWO-SEATER,1.4,10,18,5.6,Petrol,43
3048,122.9530596,300,12.8,3.3,5,6,10.9,Manual,106,SUV - SMALL,1.64,10,18,8.5,Petrol,22
3049,69.01333689,393,15.8,5.2,5,8,11.6,Automatic,225,PICKUP TRUCK - STANDARD,1.34,10,17,8.4,Gas,22
3050,95.1374648,288,14.5,4.4,2,8,13.1,Automatic,226,TWO-SEATER,1.62,10,17,14.8,Gas,17
3051,57.63743705,298,8.4,3.3,5,8,12.3,Automatic,174,MID-SIZE,1.37,10,20,9.5,Gas,24
3052,100.3366955,180,5.7,2,5,4,9.3,Manual,109,MID-SIZE,1.41,10,18,6.2,Petrol,34
3053,69.92635395,257,12.1,3.4,8,6,12.1,Automatic,164,SUV - STANDARD,1.38,10,20,11,Petrol,30
3054,88.41576482,185,6,1.2,2,4,8.7,Manual,58,TWO-SEATER,1.2,10,16,7,Gas,40
3055,72.17440338,221,12.9,3.4,7,6,14.4,Automatic,257,SUV - STANDARD,1.51,10,19,9.4,Petrol,21
3056,56.79136743,194,12.1,1.3,5,4,7,Automatic,96,SUV - SMALL,1.22,10,11,5.6,Petrol,44
3057,80.87433986,201,9.3,1.3,5,4,8.5,Automatic,89,COMPACT,1.46,10,15,7.6,Gas,32
3058,98.32586439,283,15.6,2.3,5,4,10,Manual,91,STATION WAGON - SMALL,1.51,10,17,8.5,Petrol,26
3059,85.87128766,162,6.1,1.8,12,4,7.9,Automatic,96,MID-SIZE,1.42,10,11,6.1,Petrol,56
3060,95.62032714,169,13.1,2.1,5,4,9.6,Automatic,108,COMPACT,1.24,10,20,6.7,Petrol,32
3061,72.77785806,197,9.5,1.4,5,4,7.4,Automatic,77,COMPACT,1.4,10,16,7.6,Petrol,31
3062,104.9368999,307,6.9,1.8,5,4,12.1,Manual,170,MINICOMPACT,1.36,10,15,9.8,Gas,26
3063,62.65894926,364,20.8,5.4,5,8,19.1,Automatic,311,VAN - CARGO,1.62,10,28,10.4,Gas,20
3064,77.06392524,405,17.7,4.4,2,8,24.8,Automatic,260,TWO-SEATER,1.5,10,18,12.8,Gas,26
3065,102.2879964,328,20,4.8,5,5,12,Automatic,162,SUV - SMALL,1.22,10,22,16.8,Petrol,15
3066,74.42920223,270,26.8,5.5,13,11,20.4,Automatic,351,VAN - PASSENGER,1.39,10,25,20.4,Petrol,12
3067,80.60201769,200,9.1,2,5,4,6.8,Automatic,81,FULL-SIZE,1.35,10,17,5.8,Gas,45
3068,52.54375882,226,6.4,1.5,5,4,9.3,Automatic,102,MID-SIZE,1.36,10,16,6.2,Petrol,37
3069,115.3382908,205,11.7,1.4,10,4,8.5,Automatic,97,SUV - SMALL,1.55,10,19,8.1,Petrol,27
3070,125.744377,258,8.7,1.6,4,4,8.1,Manual,101,SUV - SMALL,1.4,10,16,7.6,Petrol,33
3071,77.74243095,235,10.6,1.9,2,4,8.3,Automatic,117,MID-SIZE,1.38,10,14,6.4,Petrol,37
3072,69.7724535,217,10.1,2.9,5,4,13.4,Automatic,115,COMPACT,1.4,10,21,8.2,Petrol,35
3073,84.57630305,279,7.9,2,5,4,8.1,Manual,79,COMPACT,1.45,10,17,8.1,Gas,27
3074,61.78535543,396,19.6,5.5,8,8,13.4,Automatic,275,SUV - SMALL,1.57,10,21,18.1,Petrol,17
3075,78.28868557,217,10.7,2.8,5,6,7.5,Automatic,165,STATION WAGON - SMALL,1.45,10,19,7.9,Diesel,40
3076,79.41123734,281,6.3,2,15,4,9.3,Automatic,100,COMPACT,1.34,10,17,6.6,Petrol,26
3077,95.03793157,226,13.4,3.8,5,4,10.6,Manual,100,COMPACT,1.55,10,16,8,Gas,37
3078,49.11781638,320,20.7,4.7,2,8,17.3,Automatic,378,SUV - STANDARD,1.6,10,21,12.1,Gas,15
3079,70.28547028,203,10.5,2.8,4,4,6.4,Automatic,83,SUBCOMPACT,0.98,10,17,7.3,Gas,29
3080,80.49290761,266,13.6,4.6,4,6,13.1,Automatic,269,SUBCOMPACT,1.32,10,16,7.9,Gas,24
3081,68.92369443,288,11.9,3.6,5,6,12,Automatic,173,SUV - SMALL,1.35,10,18,8.2,Petrol,29
3082,73.93342185,244,11.5,1.4,13,4,8.4,Automatic,101,COMPACT,1.42,10,22,7.5,Petrol,30
3083,93.485601,286,11.2,2.2,5,4,8.6,Manual,105,COMPACT,1.52,10,21,8.2,Gas,31
3084,50.25618408,258,11,3.5,7,6,13.9,Automatic,167,SUV - SMALL,1.33,10,25,9,Petrol,17
3085,94.76682316,402,19.9,5.4,13,8,21.8,Automatic,358,VAN - CARGO,1.31,10,26,19.4,Petrol,11
3086,83.54768971,320,10.9,5.6,4,6,11.9,Automatic,182,SUBCOMPACT,1.44,10,17,9.1,Gas,23
3088,73.51888561,189,10.4,2.2,4,4,9.2,Automatic,112,SUBCOMPACT,1.44,10,19,6.6,Gas,20
3089,78.70327359,325,13.9,2.8,5,6,10.9,Automatic,171,SUV - SMALL,1.15,10,18,10,Gas,19
3090,104.0952961,243,12.3,3.6,2,6,12.2,Manual,172,SUV - STANDARD,1.39,10,19,13.7,Petrol,30
3091,66.06738627,255,16.6,2.9,5,8,10.6,Automatic,79,MID-SIZE,1.75,10,17,10,Gas,21
3092,59.05652919,349,30.2,4.6,3,8,21,Automatic,222,MINICOMPACT,1.6,10,24,11.2,Gas,14
3093,53.8562932,300,13.7,3.9,5,6,10.6,Automatic,179,SUV - SMALL,1.07,10,17,10.1,Petrol,23
3094,73.37178487,438,13.5,5.9,13,10,18.6,Automatic,378,PICKUP TRUCK - STANDARD,1.33,10,24,14.2,Petrol,17
3095,60.35894012,282,11.6,3,5,6,14.9,Automatic,177,COMPACT,1.72,10,18,6.9,Diesel,17
3096,81.1024646,269,8.4,2.6,5,4,10.1,Automatic,121,SUV - SMALL,1.18,10,18,6.5,Petrol,42
3097,57.76978895,115,11,3.8,5,6,13.6,Manual,111,MID-SIZE,1.53,10,16,6.4,Petrol,25
3098,81.99845025,224,9.7,2.1,4,4,8.8,Manual,124,COMPACT,1.19,10,18,5.1,Petrol,45
3099,64.29164777,320,18,5.5,5,8,18.2,Automatic,378,PICKUP TRUCK - STANDARD,1.33,10,25,15.3,Petrol,21
